"Date","Price","Open","High","Low","Change %"
"May 19, 2010","49.78","49.78","49.78","49.78","-0.26"
"May 18, 2010","49.91","49.91","49.91","49.91","-0.72"
"May 17, 2010","50.27","50.27","50.27","50.27","0.12"
"May 14, 2010","50.21","50.21","50.21","50.21","-1.10"
"May 13, 2010","50.77","50.77","50.77","50.77","-0.70"
"May 12, 2010","51.13","51.13","51.13","51.13","0.75"
"May 11, 2010","50.75","50.75","50.75","50.75","-0.22"
"May 10, 2010","50.86","50.86","50.86","50.86","2.46"
"May 07, 2010","49.64","49.64","49.64","49.64","-1.00"
"May 06, 2010","50.14","50.14","50.14","50.14","-1.94"
"May 05, 2010","51.13","51.13","51.13","51.13","-0.47"
"May 04, 2010","51.37","51.37","51.37","51.37","-1.29"
"May 03, 2010","52.04","52.04","52.04","52.04","0.62"
"Apr 30, 2010","51.72","51.72","51.72","51.72","-0.73"
"Apr 29, 2010","52.10","52.10","52.10","52.10","0.85"
"Apr 28, 2010","51.66","51.66","51.66","51.66","0.23"
"Apr 27, 2010","51.54","51.54","51.54","51.54","-1.51"
"Apr 26, 2010","52.33","52.33","52.33","52.33","-0.17"
"Apr 23, 2010","52.42","52.42","52.42","52.42","0.46"
"Apr 22, 2010","52.18","52.18","52.18","52.18","-0.11"
"Apr 21, 2010","52.24","52.24","52.24","52.24","-0.21"
"Apr 20, 2010","52.35","52.35","52.35","52.35","0.48"
"Apr 19, 2010","52.10","52.10","52.10","52.10","0.19"
"Apr 16, 2010","52.00","52.00","52.00","52.00","-0.99"
"Apr 15, 2010","52.52","52.52","52.52","52.52","0.19"
"Apr 14, 2010","52.42","52.42","52.42","52.42","0.61"
"Apr 13, 2010","52.10","52.10","52.10","52.10","-0.04"
"Apr 12, 2010","52.12","52.12","52.12","52.12","0.23"
"Apr 09, 2010","52.00","52.00","52.00","52.00","0.58"
"Apr 08, 2010","51.70","51.70","51.70","51.70","0.17"
"Apr 07, 2010","51.61","51.61","51.61","51.61","-0.29"
"Apr 06, 2010","51.76","51.76","51.76","51.76","0.08"
"Apr 05, 2010","51.72","51.72","51.72","51.72","0.17"
"Apr 01, 2010","51.63","51.63","51.63","51.63","0.56"
"Mar 31, 2010","51.34","51.34","51.34","51.34","0.04"
"Mar 30, 2010","51.32","51.32","51.32","51.32","-0.12"
"Mar 29, 2010","51.38","51.38","51.38","51.38","-0.17"
"Mar 26, 2010","51.47","51.47","51.47","51.47","0.19"
"Mar 25, 2010","51.37","51.37","51.37","51.37","-0.12"
"Mar 24, 2010","51.43","51.43","51.43","51.43","-0.75"
"Mar 23, 2010","51.82","51.82","51.82","51.82","0.50"
"Mar 22, 2010","51.56","51.56","51.56","51.56","0.27"
"Mar 19, 2010","51.42","51.42","51.42","51.42","-0.27"
"Mar 18, 2010","51.56","51.56","51.56","51.56","-0.12"
"Mar 17, 2010","51.62","51.62","51.62","51.62","0.45"
"Mar 16, 2010","51.39","51.39","51.39","51.39","0.65"
"Mar 15, 2010","51.06","51.06","51.06","51.06","0.18"
"Mar 12, 2010","50.97","50.97","50.97","50.97","0.06"
"Mar 11, 2010","50.94","50.94","50.94","50.94","0.30"
"Mar 10, 2010","50.79","50.79","50.79","50.79","0.20"
"Mar 09, 2010","50.69","50.69","50.69","50.69","0.04"
"Mar 08, 2010","50.67","50.67","50.67","50.67","-0.08"
"Mar 05, 2010","50.71","50.71","50.71","50.71","0.84"
"Mar 04, 2010","50.29","50.29","50.29","50.29","0.26"
"Mar 03, 2010","50.16","50.16","50.16","50.16","0.10"
"Mar 02, 2010","50.11","50.11","50.11","50.11","0.18"
"Mar 01, 2010","50.02","50.02","50.02","50.02","0.60"
"Feb 26, 2010","49.72","49.72","49.72","49.72","0.26"
"Feb 25, 2010","49.59","49.59","49.59","49.59","-0.14"
"Feb 24, 2010","49.66","49.66","49.66","49.66","0.59"
"Feb 23, 2010","49.37","49.37","49.37","49.37","-0.56"
"Feb 22, 2010","49.65","49.65","49.65","49.65","-0.06"
"Feb 19, 2010","49.68","49.68","49.68","49.68","0.16"
"Feb 18, 2010","49.60","49.60","49.60","49.60","0.36"
"Feb 17, 2010","49.42","49.42","49.42","49.42","0.10"
"Feb 16, 2010","49.37","49.37","49.37","49.37","1.31"
"Feb 12, 2010","48.73","48.73","48.73","48.73","-0.10"
"Feb 11, 2010","48.78","48.78","48.78","48.78","0.58"
"Feb 10, 2010","48.50","48.50","48.50","48.50","-0.31"
"Feb 09, 2010","48.65","48.65","48.65","48.65","0.77"
"Feb 08, 2010","48.28","48.28","48.28","48.28","-0.56"
"Feb 05, 2010","48.55","48.55","48.55","48.55","-0.10"
"Feb 04, 2010","48.60","48.60","48.60","48.60","-1.82"
"Feb 03, 2010","49.50","49.50","49.50","49.50","-0.52"
"Feb 02, 2010","49.76","49.76","49.76","49.76","0.83"
"Feb 01, 2010","49.35","49.35","49.35","49.35","0.76"
"Jan 29, 2010","48.98","48.98","48.98","48.98","-0.45"
"Jan 28, 2010","49.20","49.20","49.20","49.20","-0.69"
"Jan 27, 2010","49.54","49.54","49.54","49.54","0.18"
"Jan 26, 2010","49.45","49.45","49.45","49.45","-0.26"
"Jan 25, 2010","49.58","49.58","49.58","49.58","0.28"
"Jan 22, 2010","49.44","49.44","49.44","49.44","-1.38"
"Jan 21, 2010","50.13","50.13","50.13","50.13","-1.32"
"Jan 20, 2010","50.80","50.80","50.80","50.80","-0.72"
"Jan 19, 2010","51.17","51.17","51.17","51.17","0.87"
"Jan 15, 2010","50.73","50.73","50.73","50.73","-0.70"
"Jan 14, 2010","51.09","51.09","51.09","51.09","0.29"
"Jan 13, 2010","50.94","50.94","50.94","50.94","0.35"
"Jan 12, 2010","50.76","50.76","50.76","50.76","-0.45"
"Jan 11, 2010","50.99","50.99","50.99","50.99","0.35"
"Jan 08, 2010","50.81","50.81","50.81","50.81","0.36"
"Jan 07, 2010","50.63","50.63","50.63","50.63","0.20"
"Jan 06, 2010","50.53","50.53","50.53","50.53","0.00"
"Jan 05, 2010","50.53","50.53","50.53","50.53","0.24"
"Jan 04, 2010","50.41","50.41","50.41","50.41","1.18"
"Dec 31, 2009","49.82","49.82","49.82","49.82","-0.58"
"Dec 30, 2009","50.11","50.11","50.11","50.11","0.06"
"Dec 29, 2009","50.08","50.08","50.08","50.08","0.04"
"Dec 28, 2009","50.06","50.06","50.06","50.06","-0.77"
"Dec 24, 2009","50.45","50.45","50.45","50.45","0.12"
"Dec 23, 2009","50.39","50.39","50.39","50.39","0.06"
"Dec 22, 2009","50.36","50.36","50.36","50.36","0.18"
"Dec 21, 2009","50.27","50.27","50.27","50.27","0.42"
"Dec 18, 2009","50.06","50.06","50.06","50.06","0.14"
"Dec 17, 2009","49.99","49.99","49.99","49.99","-0.71"
"Dec 16, 2009","50.35","50.35","50.35","50.35","0.16"
"Dec 15, 2009","50.27","50.27","50.27","50.27","-0.40"
"Dec 14, 2009","50.47","50.47","50.47","50.47","0.60"
"Dec 11, 2009","50.17","50.17","50.17","50.17","0.12"
"Dec 10, 2009","50.11","50.11","50.11","50.11","0.24"
"Dec 09, 2009","49.99","49.99","49.99","49.99","0.12"
"Dec 08, 2009","49.93","49.93","49.93","49.93","-0.70"
"Dec 07, 2009","50.28","50.28","50.28","50.28","0.00"
"Dec 04, 2009","50.28","50.28","50.28","50.28","0.16"
"Dec 03, 2009","50.20","50.20","50.20","50.20","-0.61"
"Dec 02, 2009","50.51","50.51","50.51","50.51","0.04"
"Dec 01, 2009","50.49","50.49","50.49","50.49","0.84"
"Nov 30, 2009","50.07","50.07","50.07","50.07","0.24"
"Nov 27, 2009","49.95","49.95","49.95","49.95","-1.09"
"Nov 25, 2009","50.50","50.50","50.50","50.50","0.52"
"Nov 24, 2009","50.24","50.24","50.24","50.24","0.16"
"Nov 23, 2009","50.16","50.16","50.16","50.16","0.99"
"Nov 20, 2009","49.67","49.67","49.67","49.67","-0.24"
"Nov 19, 2009","49.79","49.79","49.79","49.79","-0.80"
"Nov 18, 2009","50.19","50.19","50.19","50.19","0.00"
"Nov 17, 2009","50.19","50.19","50.19","50.19","0.06"
"Nov 16, 2009","50.16","50.16","50.16","50.16","1.19"
"Nov 13, 2009","49.57","49.57","49.57","49.57","0.38"
"Nov 12, 2009","49.38","49.38","49.38","49.38","-0.76"
"Nov 11, 2009","49.76","49.76","49.76","49.76","0.28"
"Nov 10, 2009","49.62","49.62","49.62","49.62","0.02"
"Nov 09, 2009","49.61","49.61","49.61","49.61","1.64"
"Nov 06, 2009","48.81","48.81","48.81","48.81","0.06"
"Nov 05, 2009","48.78","48.78","48.78","48.78","1.31"
"Nov 04, 2009","48.15","48.15","48.15","48.15","0.21"
"Nov 03, 2009","48.05","48.05","48.05","48.05","-0.10"
"Nov 02, 2009","48.10","48.10","48.10","48.10","0.42"
"Oct 30, 2009","47.90","47.90","47.90","47.90","-1.68"
"Oct 29, 2009","48.72","48.72","48.72","48.72","1.35"
"Oct 28, 2009","48.07","48.07","48.07","48.07","-1.09"
"Oct 27, 2009","48.60","48.60","48.60","48.60","0.16"
"Oct 26, 2009","48.52","48.52","48.52","48.52","-0.94"
"Oct 23, 2009","48.98","48.98","48.98","48.98","-0.97"
