"Date","Price","Open","High","Low","Change %"
"Dec 01, 2017","75.12","75.12","75.12","75.12","0.11"
"Nov 30, 2017","75.04","75.04","75.04","75.04","0.37"
"Nov 29, 2017","74.76","74.76","74.76","74.76","0.21"
"Nov 28, 2017","74.60","74.60","74.60","74.60","0.81"
"Nov 27, 2017","74.00","74.00","74.00","74.00","-0.03"
"Nov 24, 2017","74.02","74.02","74.02","74.02","0.11"
"Nov 22, 2017","73.94","73.94","73.94","73.94","0.07"
"Nov 21, 2017","73.89","73.89","73.89","73.89","0.46"
"Nov 20, 2017","73.55","73.55","73.55","73.55","0.05"
"Nov 17, 2017","73.51","73.51","73.51","73.51","-0.10"
"Nov 16, 2017","73.58","73.58","73.58","73.58","0.23"
"Nov 15, 2017","73.41","73.41","73.41","73.41","-0.14"
"Nov 14, 2017","73.51","73.51","73.51","73.51","-0.11"
"Nov 13, 2017","73.59","73.59","73.59","73.59","0.03"
"Nov 10, 2017","73.57","73.57","73.57","73.57","-0.33"
"Nov 09, 2017","73.81","73.81","73.81","73.81","-0.27"
"Nov 08, 2017","74.01","74.01","74.01","74.01","0.01"
"Nov 07, 2017","74.00","74.00","74.00","74.00","-0.05"
"Nov 06, 2017","74.04","74.04","74.04","74.04","0.03"
"Nov 03, 2017","74.02","74.02","74.02","74.02","0.11"
"Nov 02, 2017","73.94","73.94","73.94","73.94","0.12"
"Nov 01, 2017","73.85","73.85","73.85","73.85","0.22"
"Oct 31, 2017","73.69","73.69","73.69","73.69","0.01"
"Oct 30, 2017","73.68","73.68","73.68","73.68","-0.07"
"Oct 27, 2017","73.73","73.73","73.73","73.73","0.35"
"Oct 26, 2017","73.47","73.47","73.47","73.47","-0.03"
"Oct 25, 2017","73.49","73.49","73.49","73.49","-0.24"
"Oct 24, 2017","73.67","73.67","73.67","73.67","0.08"
"Oct 23, 2017","73.61","73.61","73.61","73.61","-0.10"
"Oct 20, 2017","73.68","73.68","73.68","73.68","0.19"
"Oct 19, 2017","73.54","73.54","73.54","73.54","0.18"
"Oct 18, 2017","73.41","73.41","73.41","73.41","0.08"
"Oct 17, 2017","73.35","73.35","73.35","73.35","0.01"
"Oct 16, 2017","73.34","73.34","73.34","73.34","0.15"
"Oct 13, 2017","73.23","73.23","73.23","73.23","0.10"
"Oct 12, 2017","73.16","73.16","73.16","73.16","-0.12"
"Oct 11, 2017","73.25","73.25","73.25","73.25","0.08"
"Oct 10, 2017","73.19","73.19","73.19","73.19","0.26"
"Oct 09, 2017","73.00","73.00","73.00","73.00","-0.12"
"Oct 06, 2017","73.09","73.09","73.09","73.09","-0.16"
"Oct 05, 2017","73.21","73.21","73.21","73.21","0.26"
"Oct 04, 2017","73.02","73.02","73.02","73.02","0.05"
"Oct 03, 2017","72.98","72.98","72.98","72.98","0.14"
"Oct 02, 2017","72.88","72.88","72.88","72.88","0.26"
"Sep 29, 2017","72.69","72.68","72.69","72.68","0.26"
"Sep 28, 2017","72.50","72.50","72.50","72.50","0.07"
"Sep 27, 2017","72.45","72.45","72.45","72.45","0.17"
"Sep 26, 2017","72.33","72.33","72.33","72.33","-0.06"
"Sep 25, 2017","72.37","72.37","72.37","72.37","0.01"
"Sep 22, 2017","72.36","72.36","72.36","72.36","0.19"
"Sep 21, 2017","72.22","72.22","72.22","72.22","-0.66"
"Sep 20, 2017","72.70","72.70","72.70","72.70","0.10"
"Sep 19, 2017","72.63","72.63","72.63","72.63","0.17"
"Sep 18, 2017","72.51","72.51","72.51","72.51","0.12"
"Sep 15, 2017","72.42","72.42","72.42","72.42","0.18"
"Sep 14, 2017","72.29","72.29","72.29","72.29","0.03"
"Sep 13, 2017","72.27","72.27","72.27","72.27","-0.01"
"Sep 12, 2017","72.28","72.28","72.28","72.28","0.29"
"Sep 11, 2017","72.07","72.07","72.07","72.07","0.57"
"Sep 08, 2017","71.66","71.66","71.66","71.66","-0.03"
"Sep 07, 2017","71.68","71.68","71.68","71.68","0.08"
"Sep 06, 2017","71.62","71.62","71.62","71.62","0.21"
"Sep 05, 2017","71.47","71.47","71.47","71.47","-0.33"
"Sep 01, 2017","71.71","71.71","71.71","71.71","0.06"
"Aug 31, 2017","71.67","71.67","71.67","71.67","0.39"
"Aug 30, 2017","71.39","71.39","71.39","71.39","0.18"
"Aug 29, 2017","71.26","71.26","71.26","71.26","0.00"
"Aug 28, 2017","71.26","71.26","71.26","71.26","0.00"
"Aug 25, 2017","71.26","71.26","71.26","71.26","0.21"
"Aug 24, 2017","71.11","71.11","71.11","71.11","-0.08"
"Aug 23, 2017","71.17","71.17","71.17","71.17","-0.11"
"Aug 22, 2017","71.25","71.25","71.25","71.25","0.52"
"Aug 21, 2017","70.88","70.88","70.88","70.88","0.03"
"Aug 18, 2017","70.86","70.86","70.86","70.86","-0.10"
"Aug 17, 2017","70.93","70.93","70.93","70.93","-0.89"
"Aug 16, 2017","71.57","71.57","71.57","71.57","0.10"
"Aug 15, 2017","71.50","71.50","71.50","71.50","-0.06"
"Aug 14, 2017","71.54","71.54","71.54","71.54","0.55"
"Aug 11, 2017","71.15","71.15","71.15","71.15","0.00"
"Aug 10, 2017","71.15","71.15","71.15","71.15","-0.74"
"Aug 09, 2017","71.68","71.68","71.68","71.68","0.03"
"Aug 08, 2017","71.66","71.66","71.66","71.66","-0.15"
"Aug 07, 2017","71.77","71.77","71.77","71.77","-0.03"
"Aug 04, 2017","71.79","71.79","71.79","71.79","0.17"
"Aug 03, 2017","71.67","71.67","71.67","71.67","-0.14"
"Aug 02, 2017","71.77","71.77","71.77","71.77","0.01"
"Aug 01, 2017","71.76","71.76","71.76","71.76","0.27"
"Jul 31, 2017","71.57","71.57","71.57","71.57","0.15"
"Jul 28, 2017","71.46","71.46","71.46","71.46","0.27"
"Jul 27, 2017","71.27","71.27","71.27","71.27","-0.29"
"Jul 26, 2017","71.48","71.48","71.48","71.48","-0.03"
"Jul 25, 2017","71.50","71.50","71.50","71.50","0.21"
"Jul 24, 2017","71.35","71.35","71.35","71.35","-0.11"
"Jul 21, 2017","71.43","71.43","71.43","71.43","-0.08"
"Jul 20, 2017","71.49","71.49","71.49","71.49","0.07"
"Jul 19, 2017","71.44","71.44","71.44","71.44","0.25"
"Jul 18, 2017","71.26","71.26","71.26","71.26","0.00"
"Jul 17, 2017","71.26","71.26","71.26","71.26","-0.13"
"Jul 14, 2017","71.35","71.35","71.35","71.35","0.34"
"Jul 13, 2017","71.11","71.11","71.11","71.11","0.08"
"Jul 12, 2017","71.05","71.05","71.05","71.05","0.47"
"Jul 11, 2017","70.72","70.72","70.72","70.72","-0.06"
"Jul 10, 2017","70.76","70.76","70.76","70.76","0.06"
"Jul 07, 2017","70.72","70.72","70.72","70.72","0.28"
"Jul 06, 2017","70.52","70.52","70.52","70.52","-0.58"
"Jul 05, 2017","70.93","70.93","70.93","70.93","0.06"
"Jul 03, 2017","70.89","70.89","70.89","70.89","0.25"
"Jun 30, 2017","70.71","70.71","70.71","70.71","0.01"
"Jun 29, 2017","70.70","70.70","70.70","70.70","-0.45"
"Jun 28, 2017","71.02","71.02","71.02","71.02","0.52"
"Jun 27, 2017","70.65","70.65","70.65","70.65","-0.37"
"Jun 26, 2017","70.91","70.91","70.91","70.91","0.11"
"Jun 23, 2017","70.83","70.83","70.83","70.83","0.08"
"Jun 22, 2017","70.77","70.77","70.77","70.77","-0.70"
"Jun 21, 2017","71.27","71.27","71.27","71.27","-0.20"
"Jun 20, 2017","71.41","71.41","71.41","71.41","-0.42"
"Jun 19, 2017","71.71","71.71","71.71","71.71","0.45"
"Jun 16, 2017","71.39","71.39","71.39","71.39","0.11"
"Jun 15, 2017","71.31","71.31","71.31","71.31","-0.20"
"Jun 14, 2017","71.45","71.45","71.45","71.45","0.06"
"Jun 13, 2017","71.41","71.41","71.41","71.41","0.24"
"Jun 12, 2017","71.24","71.24","71.24","71.24","0.01"
"Jun 09, 2017","71.23","71.23","71.23","71.23","0.21"
"Jun 08, 2017","71.08","71.08","71.08","71.08","0.00"
"Jun 07, 2017","71.08","71.08","71.08","71.08","0.01"
"Jun 06, 2017","71.07","71.07","71.07","71.07","-0.11"
"Jun 05, 2017","71.15","71.15","71.15","71.15","-0.24"
"Jun 02, 2017","71.32","71.32","71.32","71.32","0.34"
"Jun 01, 2017","71.08","71.08","71.08","71.08","0.52"
"May 31, 2017","70.71","70.71","70.71","70.71","-0.03"
"May 30, 2017","70.73","70.73","70.73","70.73","-0.03"
"May 26, 2017","70.75","70.75","70.75","70.75","-0.04"
"May 25, 2017","70.78","70.78","70.78","70.78","0.24"
"May 24, 2017","70.61","70.61","70.61","70.61","0.17"
"May 23, 2017","70.49","70.49","70.49","70.49","0.13"
"May 22, 2017","70.40","70.40","70.40","70.40","0.28"
"May 19, 2017","70.20","70.20","70.20","70.20","0.52"
"May 18, 2017","69.84","69.84","69.84","69.84","0.11"
"May 17, 2017","69.76","69.76","69.76","69.76","-1.01"
"May 16, 2017","70.47","70.47","70.47","70.47","0.14"
"May 15, 2017","70.37","70.37","70.37","70.37","0.34"
"May 12, 2017","70.13","70.13","70.13","70.13","0.10"
"May 11, 2017","70.06","70.06","70.06","70.06","-0.09"
"May 10, 2017","70.12","70.12","70.12","70.12","0.11"
"May 09, 2017","70.04","70.04","70.04","70.04","-0.20"
"May 08, 2017","70.18","70.18","70.18","70.18","-0.10"
"May 05, 2017","70.25","70.25","70.25","70.25","0.33"
"May 04, 2017","70.02","70.02","70.02","70.02","0.09"
"May 03, 2017","69.96","69.96","69.96","69.96","-0.06"
"May 02, 2017","70.00","70.00","70.00","70.00","0.16"
"May 01, 2017","69.89","69.89","69.89","69.89","0.01"
"Apr 28, 2017","69.88","69.88","69.88","69.88","-0.20"
"Apr 27, 2017","70.02","70.02","70.02","70.02","0.09"
"Apr 26, 2017","69.96","69.96","69.96","69.96","0.03"
"Apr 25, 2017","69.94","69.94","69.94","69.94","0.29"
"Apr 24, 2017","69.74","69.74","69.74","69.74","0.91"
"Apr 21, 2017","69.11","69.11","69.11","69.11","-0.14"
"Apr 20, 2017","69.21","69.21","69.21","69.21","0.51"
"Apr 19, 2017","68.86","68.86","68.86","68.86","-0.25"
"Apr 18, 2017","69.03","69.03","69.03","69.03","-0.20"
"Apr 17, 2017","69.17","69.17","69.17","69.17","0.49"
"Apr 13, 2017","68.83","68.83","68.83","68.83","-0.49"
"Apr 12, 2017","69.17","69.17","69.17","69.17","-0.17"
"Apr 11, 2017","69.29","69.29","69.29","69.29","0.03"
"Apr 10, 2017","69.27","69.27","69.27","69.27","0.04"
"Apr 07, 2017","69.24","69.24","69.24","69.24","-0.17"
"Apr 06, 2017","69.36","69.36","69.36","69.36","0.22"
"Apr 05, 2017","69.21","69.21","69.21","69.21","-0.25"
"Apr 04, 2017","69.38","69.38","69.38","69.38","0.09"
"Apr 03, 2017","69.32","69.32","69.32","69.32","-0.04"
"Mar 31, 2017","69.35","69.35","69.35","69.35","-0.20"
"Mar 30, 2017","69.49","69.49","69.49","69.49","0.10"
"Mar 29, 2017","69.42","69.42","69.42","69.42","0.09"
"Mar 28, 2017","69.36","69.36","69.36","69.36","-0.22"
"Mar 27, 2017","69.51","69.51","69.51","69.51","0.03"
"Mar 24, 2017","69.49","69.49","69.49","69.49","-0.03"
"Mar 23, 2017","69.51","69.51","69.51","69.51","-0.11"
"Mar 22, 2017","69.59","69.59","69.59","69.59","0.16"
"Mar 21, 2017","69.48","69.48","69.48","69.48","-0.71"
"Mar 20, 2017","69.98","69.98","69.98","69.98","-0.16"
"Mar 17, 2017","70.09","70.09","70.09","70.09","-0.06"
"Mar 16, 2017","70.13","70.13","70.13","70.13","-0.10"
"Mar 15, 2017","70.20","70.20","70.20","70.20","0.75"
"Mar 14, 2017","69.68","69.68","69.68","69.68","-0.17"
"Mar 13, 2017","69.80","69.80","69.80","69.80","-0.07"
"Mar 10, 2017","69.85","69.85","69.85","69.85","0.22"
"Mar 09, 2017","69.70","69.70","69.70","69.70","0.07"
"Mar 08, 2017","69.65","69.65","69.65","69.65","-0.31"
"Mar 07, 2017","69.87","69.87","69.87","69.87","-0.29"
"Mar 06, 2017","70.07","70.07","70.07","70.07","-0.26"
"Mar 03, 2017","70.25","70.25","70.25","70.25","0.20"
"Mar 02, 2017","70.11","70.11","70.11","70.11","-0.45"
"Mar 01, 2017","70.43","70.43","70.43","70.43","0.76"
"Feb 28, 2017","69.90","69.90","69.90","69.90","-0.14"
"Feb 27, 2017","70.00","70.00","70.00","70.00","0.04"
"Feb 24, 2017","69.97","69.97","69.97","69.97","0.10"
"Feb 23, 2017","69.90","69.90","69.90","69.90","0.19"
"Feb 22, 2017","69.77","69.77","69.77","69.77","-0.06"
"Feb 21, 2017","69.81","69.81","69.81","69.81","0.39"
"Feb 17, 2017","69.54","69.54","69.54","69.54","0.12"
"Feb 16, 2017","69.46","69.46","69.46","69.46","0.04"
"Feb 15, 2017","69.43","69.43","69.43","69.43","0.29"
"Feb 14, 2017","69.23","69.23","69.23","69.23","0.29"
"Feb 13, 2017","69.03","69.03","69.03","69.03","0.45"
"Feb 10, 2017","68.72","68.72","68.72","68.72","0.23"
"Feb 09, 2017","68.56","68.56","68.56","68.56","0.28"
"Feb 08, 2017","68.37","68.37","68.37","68.37","0.09"
"Feb 07, 2017","68.31","68.31","68.31","68.31","0.00"
"Feb 06, 2017","68.31","68.31","68.31","68.31","-0.10"
"Feb 03, 2017","68.38","68.38","68.38","68.38","0.62"
"Feb 02, 2017","67.96","67.96","67.96","67.96","-0.01"
"Feb 01, 2017","67.97","67.97","67.97","67.97","-0.16"
"Jan 31, 2017","68.08","68.08","68.08","68.08","-0.07"
"Jan 30, 2017","68.13","68.13","68.13","68.13","-0.51"
"Jan 27, 2017","68.48","68.48","68.48","68.48","0.06"
"Jan 26, 2017","68.44","68.44","68.44","68.44","-0.06"
"Jan 25, 2017","68.48","68.48","68.48","68.48","0.47"
"Jan 24, 2017","68.16","68.16","68.16","68.16","0.28"
"Jan 23, 2017","67.97","67.97","67.97","67.97","0.01"
"Jan 20, 2017","67.96","67.96","67.96","67.96","0.16"
"Jan 19, 2017","67.85","67.85","67.85","67.85","-0.18"
"Jan 18, 2017","67.97","67.97","67.97","67.97","-0.15"
"Jan 17, 2017","68.07","68.07","68.07","68.07","-0.22"
"Jan 13, 2017","68.22","68.22","68.22","68.22","0.15"
"Jan 12, 2017","68.12","68.12","68.12","68.12","-0.22"
"Jan 11, 2017","68.27","68.27","68.27","68.27","0.28"
"Jan 10, 2017","68.08","68.08","68.08","68.08","0.03"
"Jan 09, 2017","68.06","68.06","68.06","68.06","-0.18"
"Jan 06, 2017","68.18","68.18","68.18","68.18","0.04"
"Jan 05, 2017","68.15","68.15","68.15","68.15","0.09"
"Jan 04, 2017","68.09","68.09","68.09","68.09","0.35"
"Jan 03, 2017","67.85","67.85","67.85","67.85","0.59"
"Dec 30, 2016","67.45","67.45","67.45","67.45","-0.13"
"Dec 29, 2016","67.54","67.54","67.54","67.54","0.03"
"Dec 28, 2016","67.52","67.52","67.52","67.52","-0.40"
"Dec 27, 2016","67.79","67.79","67.79","67.79","0.04"
"Dec 23, 2016","67.76","67.76","67.76","67.76","-2.43"
"Dec 22, 2016","69.45","69.45","69.45","69.45","-0.06"
"Dec 21, 2016","69.49","69.49","69.49","69.49","-0.20"
"Dec 20, 2016","69.63","69.63","69.63","69.63","0.22"
"Dec 19, 2016","69.48","69.48","69.48","69.48","0.20"
"Dec 16, 2016","69.34","69.34","69.34","69.34","-0.10"
"Dec 15, 2016","69.41","69.41","69.41","69.41","0.45"
"Dec 14, 2016","69.10","69.10","69.10","69.10","-0.79"
"Dec 13, 2016","69.65","69.65","69.65","69.65","0.58"
"Dec 12, 2016","69.25","69.25","69.25","69.25","-0.09"
"Dec 09, 2016","69.31","69.31","69.31","69.31","0.38"
"Dec 08, 2016","69.05","69.05","69.05","69.05","0.07"
"Dec 07, 2016","69.00","69.00","69.00","69.00","1.04"
"Dec 06, 2016","68.29","68.29","68.29","68.29","0.22"
"Dec 05, 2016","68.14","68.14","68.14","68.14","0.43"
"Dec 02, 2016","67.85","67.85","67.85","67.85","0.04"
"Dec 01, 2016","67.82","67.82","67.82","67.82","0.10"
"Nov 30, 2016","67.75","67.75","67.75","67.75","0.12"
"Nov 29, 2016","67.67","67.67","67.67","67.67","0.16"
"Nov 28, 2016","67.56","67.56","67.56","67.56","-0.34"
"Nov 25, 2016","67.79","67.79","67.79","67.79","0.25"
"Nov 23, 2016","67.62","67.62","67.62","67.62","-0.03"
"Nov 22, 2016","67.64","67.64","67.64","67.64","0.06"
"Nov 21, 2016","67.60","67.60","67.60","67.60","0.49"
"Nov 18, 2016","67.27","67.27","67.27","67.27","-0.22"
"Nov 17, 2016","67.42","67.42","67.42","67.42","0.18"
"Nov 16, 2016","67.30","67.30","67.30","67.30","-0.28"
"Nov 15, 2016","67.49","67.49","67.49","67.49","0.37"
"Nov 14, 2016","67.24","67.24","67.24","67.24","0.13"
"Nov 11, 2016","67.15","67.15","67.15","67.15","-0.19"
"Nov 10, 2016","67.28","67.28","67.28","67.28","0.37"
"Nov 09, 2016","67.03","67.03","67.03","67.03","0.74"
"Nov 08, 2016","66.54","66.54","66.54","66.54","0.12"
"Nov 07, 2016","66.46","66.46","66.46","66.46","1.31"
"Nov 04, 2016","65.60","65.60","65.60","65.60","-0.14"
"Nov 03, 2016","65.69","65.69","65.69","65.69","-0.23"
"Nov 02, 2016","65.84","65.84","65.84","65.84","-0.29"
"Nov 01, 2016","66.03","66.03","66.03","66.03","-0.38"
"Oct 31, 2016","66.28","66.28","66.28","66.28","0.02"
"Oct 28, 2016","66.27","66.27","66.27","66.27","-0.27"
"Oct 27, 2016","66.45","66.45","66.45","66.45","-0.18"
"Oct 26, 2016","66.57","66.57","66.57","66.57","-0.11"
"Oct 25, 2016","66.64","66.64","66.64","66.64","-0.12"
"Oct 24, 2016","66.72","66.72","66.72","66.72","0.18"
"Oct 21, 2016","66.60","66.60","66.60","66.60","-0.05"
"Oct 20, 2016","66.63","66.63","66.63","66.63","-0.12"
"Oct 19, 2016","66.71","66.71","66.71","66.71","0.06"
"Oct 18, 2016","66.67","66.67","66.67","66.67","0.48"
"Oct 17, 2016","66.35","66.35","66.35","66.35","-0.12"
"Oct 14, 2016","66.43","66.43","66.43","66.43","0.00"
"Oct 13, 2016","66.43","66.43","66.43","66.43","-0.12"
"Oct 12, 2016","66.51","66.51","66.51","66.51","0.06"
"Oct 11, 2016","66.47","66.47","66.47","66.47","-0.81"
"Oct 10, 2016","67.01","67.01","67.01","67.01","0.19"
"Oct 07, 2016","66.88","66.88","66.88","66.88","-0.09"
"Oct 06, 2016","66.94","66.94","66.94","66.94","-0.07"
"Oct 05, 2016","66.99","66.99","66.99","66.99","0.40"
"Oct 04, 2016","66.72","66.72","66.72","66.72","-0.30"
"Oct 03, 2016","66.92","66.92","66.92","66.92","-0.21"
"Sep 30, 2016","67.06","67.06","67.06","67.06","0.43"
"Sep 29, 2016","66.77","66.77","66.77","66.77","-0.58"
"Sep 28, 2016","67.16","67.16","67.16","67.16","0.45"
"Sep 27, 2016","66.86","66.86","66.86","66.86","0.42"
"Sep 26, 2016","66.58","66.58","66.58","66.58","-0.64"
"Sep 23, 2016","67.01","67.01","67.01","67.01","-0.34"
"Sep 22, 2016","67.24","67.24","67.24","67.24","0.46"
"Sep 21, 2016","66.93","66.93","66.93","66.93","0.86"
"Sep 20, 2016","66.36","66.36","66.36","66.36","0.12"
"Sep 19, 2016","66.28","66.28","66.28","66.28","0.05"
"Sep 16, 2016","66.25","66.25","66.25","66.25","-0.90"
"Sep 15, 2016","66.85","66.85","66.85","66.85","0.66"
"Sep 14, 2016","66.41","66.41","66.41","66.41","-0.14"
"Sep 13, 2016","66.50","66.50","66.50","66.50","-1.14"
"Sep 12, 2016","67.27","67.27","67.27","67.27","0.79"
"Sep 09, 2016","66.74","66.74","66.74","66.74","-1.58"
"Sep 08, 2016","67.81","67.81","67.81","67.81","-0.19"
"Sep 07, 2016","67.94","67.94","67.94","67.94","-0.04"
"Sep 06, 2016","67.97","67.97","67.97","67.97","0.25"
"Sep 02, 2016","67.80","67.80","67.80","67.80","0.34"
"Sep 01, 2016","67.57","67.57","67.57","67.57","-0.03"
"Aug 31, 2016","67.59","67.59","67.59","67.59","-0.15"
"Aug 30, 2016","67.69","67.69","67.69","67.69","-0.06"
"Aug 29, 2016","67.73","67.73","67.73","67.73","0.52"
"Aug 26, 2016","67.38","67.38","67.38","67.38","-0.13"
"Aug 25, 2016","67.47","67.47","67.47","67.47","-0.15"
"Aug 24, 2016","67.57","67.57","67.57","67.57","-0.25"
"Aug 23, 2016","67.74","67.74","67.74","67.74","0.10"
"Aug 22, 2016","67.67","67.67","67.67","67.67","0.04"
"Aug 19, 2016","67.64","67.64","67.64","67.64","-0.25"
"Aug 18, 2016","67.81","67.81","67.81","67.81","0.18"
"Aug 17, 2016","67.69","67.69","67.69","67.69","0.22"
"Aug 16, 2016","67.54","67.54","67.54","67.54","-0.24"
"Aug 15, 2016","67.70","67.70","67.70","67.70","0.07"
"Aug 12, 2016","67.65","67.65","67.65","67.65","-0.01"
"Aug 11, 2016","67.66","67.66","67.66","67.66","0.25"
"Aug 10, 2016","67.49","67.49","67.49","67.49","-0.15"
"Aug 09, 2016","67.59","67.59","67.59","67.59","0.16"
"Aug 08, 2016","67.48","67.48","67.48","67.48","0.00"
"Aug 05, 2016","67.48","67.48","67.48","67.48","0.46"
"Aug 04, 2016","67.17","67.17","67.17","67.17","0.07"
"Aug 03, 2016","67.12","67.12","67.12","67.12","0.25"
"Aug 02, 2016","66.95","66.95","66.95","66.95","-0.39"
"Aug 01, 2016","67.21","67.21","67.21","67.21","-0.34"
"Jul 29, 2016","67.44","67.44","67.44","67.44","0.28"
"Jul 28, 2016","67.25","67.25","67.25","67.25","-0.04"
"Jul 27, 2016","67.28","67.28","67.28","67.28","0.06"
"Jul 26, 2016","67.24","67.24","67.24","67.24","0.15"
"Jul 25, 2016","67.14","67.14","67.14","67.14","-0.30"
"Jul 22, 2016","67.34","67.34","67.34","67.34","0.30"
"Jul 21, 2016","67.14","67.14","67.14","67.14","-0.22"
"Jul 20, 2016","67.29","67.29","67.29","67.29","0.24"
"Jul 19, 2016","67.13","67.13","67.13","67.13","-0.10"
"Jul 18, 2016","67.20","67.20","67.20","67.20","0.12"
"Jul 15, 2016","67.12","67.12","67.12","67.12","-0.25"
"Jul 14, 2016","67.29","67.29","67.29","67.29","0.27"
"Jul 13, 2016","67.11","67.11","67.11","67.11","0.15"
"Jul 12, 2016","67.01","67.01","67.01","67.01","0.43"
"Jul 11, 2016","66.72","66.72","66.72","66.72","0.21"
"Jul 08, 2016","66.58","66.58","66.58","66.58","1.08"
"Jul 07, 2016","65.87","65.87","65.87","65.87","-0.12"
"Jul 06, 2016","65.95","65.95","65.95","65.95","0.32"
"Jul 05, 2016","65.74","65.74","65.74","65.74","-0.42"
"Jul 01, 2016","66.02","66.02","66.02","66.02","0.23"
"Jun 30, 2016","65.87","65.87","65.87","65.87","1.07"
"Jun 29, 2016","65.17","65.17","65.17","65.17","1.10"
"Jun 28, 2016","64.46","64.46","64.46","64.46","1.19"
"Jun 27, 2016","63.70","63.70","63.70","63.70","-0.84"
"Jun 24, 2016","64.24","64.24","64.24","64.24","-2.67"
"Jun 23, 2016","66.00","66.00","66.00","66.00","0.95"
"Jun 22, 2016","65.38","65.38","65.38","65.38","-0.05"
"Jun 21, 2016","65.41","65.41","65.41","65.41","0.23"
"Jun 20, 2016","65.26","65.26","65.26","65.26","0.40"
"Jun 17, 2016","65.00","65.00","65.00","65.00","-0.14"
"Jun 16, 2016","65.09","65.09","65.09","65.09","-0.40"
"Jun 15, 2016","65.35","65.35","65.35","65.35","-0.08"
"Jun 14, 2016","65.40","65.40","65.40","65.40","-0.40"
"Jun 13, 2016","65.66","65.66","65.66","65.66","-0.47"
"Jun 10, 2016","65.97","65.97","65.97","65.97","-0.63"
"Jun 09, 2016","66.39","66.39","66.39","66.39","-0.26"
"Jun 08, 2016","66.56","66.56","66.56","66.56","0.27"
"Jun 07, 2016","66.38","66.38","66.38","66.38","0.26"
"Jun 06, 2016","66.21","66.21","66.21","66.21","0.27"
"Jun 03, 2016","66.03","66.03","66.03","66.03","-0.02"
"Jun 02, 2016","66.04","66.04","66.04","66.04","0.27"
"Jun 01, 2016","65.86","65.86","65.86","65.86","0.08"
"May 31, 2016","65.81","65.81","65.81","65.81","-0.06"
"May 27, 2016","65.85","65.85","65.85","65.85","0.23"
"May 26, 2016","65.70","65.70","65.70","65.70","0.03"
"May 25, 2016","65.68","65.68","65.68","65.68","0.60"
"May 24, 2016","65.29","65.29","65.29","65.29","0.80"
"May 23, 2016","64.77","64.77","64.77","64.77","-0.15"
"May 20, 2016","64.87","64.87","64.87","64.87","0.40"
"May 19, 2016","64.61","64.61","64.61","64.61","-0.35"
"May 18, 2016","64.84","64.84","64.84","64.84","0.08"
"May 17, 2016","64.79","64.79","64.79","64.79","-0.63"
"May 16, 2016","65.20","65.20","65.20","65.20","0.51"
"May 13, 2016","64.87","64.87","64.87","64.87","-0.51"
"May 12, 2016","65.20","65.20","65.20","65.20","0.00"
"May 11, 2016","65.20","65.20","65.20","65.20","-0.41"
"May 10, 2016","65.47","65.47","65.47","65.47","0.86"
"May 09, 2016","64.91","64.91","64.91","64.91","-0.02"
"May 06, 2016","64.92","64.92","64.92","64.92","0.03"
"May 05, 2016","64.90","64.90","64.90","64.90","0.06"
"May 04, 2016","64.86","64.86","64.86","64.86","-0.49"
"May 03, 2016","65.18","65.18","65.18","65.18","-0.53"
"May 02, 2016","65.53","65.53","65.53","65.53","0.38"
"Apr 29, 2016","65.28","65.28","65.28","65.28","-0.37"
"Apr 28, 2016","65.52","65.52","65.52","65.52","-0.53"
"Apr 27, 2016","65.87","65.87","65.87","65.87","0.35"
"Apr 26, 2016","65.64","65.64","65.64","65.64","0.12"
"Apr 25, 2016","65.56","65.56","65.56","65.56","-0.21"
"Apr 22, 2016","65.70","65.70","65.70","65.70","0.14"
"Apr 21, 2016","65.61","65.61","65.61","65.61","-0.41"
"Apr 20, 2016","65.88","65.88","65.88","65.88","0.00"
"Apr 19, 2016","65.88","65.88","65.88","65.88","0.49"
"Apr 18, 2016","65.56","65.56","65.56","65.56","0.46"
"Apr 15, 2016","65.26","65.26","65.26","65.26","-0.02"
"Apr 14, 2016","65.27","65.27","65.27","65.27","0.06"
"Apr 13, 2016","65.23","65.23","65.23","65.23","0.85"
"Apr 12, 2016","64.68","64.68","64.68","64.68","0.70"
"Apr 11, 2016","64.23","64.23","64.23","64.23","-0.12"
"Apr 08, 2016","64.31","64.31","64.31","64.31","0.33"
"Apr 07, 2016","64.10","64.10","64.10","64.10","-0.73"
"Apr 06, 2016","64.57","64.57","64.57","64.57","0.72"
"Apr 05, 2016","64.11","64.11","64.11","64.11","-0.60"
"Apr 04, 2016","64.50","64.50","64.50","64.50","-0.09"
"Apr 01, 2016","64.56","64.56","64.56","64.56","0.33"
"Mar 31, 2016","64.35","64.35","64.35","64.35","-0.11"
"Mar 30, 2016","64.42","64.42","64.42","64.42","0.28"
"Mar 29, 2016","64.24","64.24","64.24","64.24","0.69"
"Mar 28, 2016","63.80","63.80","63.80","63.80","0.00"
"Mar 24, 2016","63.80","63.80","63.80","63.80","-0.06"
"Mar 23, 2016","63.84","63.84","63.84","63.84","-0.31"
"Mar 22, 2016","64.04","64.04","64.04","64.04","-0.16"
"Mar 21, 2016","64.14","64.14","64.14","64.14","-0.05"
"Mar 18, 2016","64.17","64.17","64.17","64.17","0.39"
"Mar 17, 2016","63.92","63.92","63.92","63.92","0.60"
